 INFO  Accepting connections at http://localhost:3000
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Evidence/conflict.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Citation/list.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Confidence/gauge.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Verification/status.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Loading/stages.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Sources/modal.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Explainability/why.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Explainability/pipeline.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Explainability/howitworks.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Drawer/evidence-drawer.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Sidebar/sources.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/trust.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/contextcheck.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/strength.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/receipt.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/trace.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/passport.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/compare.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/heatmap.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/components/Innovation/demo.js
 HTTP  8/20/2026 11:29:37 AM ::1 GET /src/app.js
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:29:37 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/styles/main.css
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/services/api.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/services/chats.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/utils/markdown.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/utils/helpers.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Tables/renderer.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Safety/indicator.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 7 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Chat/message.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Chat/input.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Evidence/panel.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Evidence/map.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Evidence/conflict.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Citation/list.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Confidence/gauge.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Verification/status.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Loading/stages.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Sources/modal.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Explainability/why.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Explainability/pipeline.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Explainability/howitworks.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Drawer/evidence-drawer.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Sidebar/sources.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/trust.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/contextcheck.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/strength.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/receipt.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/trace.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/passport.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/compare.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/heatmap.js
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/components/Innovation/demo.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 GET /src/app.js
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:07 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/styles/main.css
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/services/api.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/services/chats.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/utils/markdown.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/utils/helpers.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Tables/renderer.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Safety/indicator.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Chat/message.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Chat/input.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Evidence/panel.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Evidence/map.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Evidence/conflict.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Citation/list.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Confidence/gauge.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Verification/status.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Loading/stages.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Sources/modal.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Explainability/why.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Explainability/pipeline.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Explainability/howitworks.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Drawer/evidence-drawer.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Sidebar/sources.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/trust.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/contextcheck.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/strength.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/receipt.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/trace.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/passport.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/compare.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/heatmap.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/components/Innovation/demo.js
 HTTP  8/20/2026 11:32:25 AM ::1 GET /src/app.js
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:25 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/styles/main.css
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/services/api.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/services/chats.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/utils/markdown.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/utils/helpers.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Tables/renderer.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Safety/indicator.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Chat/message.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Chat/input.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Evidence/panel.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Evidence/map.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Evidence/conflict.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Citation/list.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Confidence/gauge.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Verification/status.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Loading/stages.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Sources/modal.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Explainability/why.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Explainability/pipeline.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Explainability/howitworks.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Drawer/evidence-drawer.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Sidebar/sources.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/trust.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/contextcheck.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/strength.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/receipt.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/trace.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/passport.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 3 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 4 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/compare.js
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/heatmap.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/components/Innovation/demo.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 GET /src/app.js
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:27 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:29 AM ::1 GET /
 HTTP  8/20/2026 11:32:29 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:29 AM ::1 GET /src/styles/main.css
 HTTP  8/20/2026 11:32:29 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:29 AM ::1 GET /src/services/api.js
 HTTP  8/20/2026 11:32:29 AM ::1 GET /src/services/chats.js
 HTTP  8/20/2026 11:32:29 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:29 AM ::1 Returned 200 in 1 ms
 HTTP  8/20/2026 11:32:29 AM ::1 GET /src/utils/markdown.js
 HTTP  8/20/2026 11:32:29 AM ::1 GET /src/utils/helpers.js
 HTTP  8/20/2026 11:32:29 AM ::1 Returned 200 in 2 ms
 HTTP  8/20/2026 11:32:29 AM ::1 Returned 200 in 1 ms
